users_count,traffic_level,team_size,update_frequency,integrations,security_level,scalability_need,architecture,deployment_method,api_style
44349,High,16,Daily,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
2900,Low,3,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
1998,Low,2,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
3337,Low,2,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
65020,High,45,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3590,Low,4,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
5259,Medium,10,Monthly,6,High,Medium,Containerized App,Docker Container Deployment,REST API
6506,Medium,11,Weekly,3,High,Medium,Containerized App,Docker Container Deployment,REST API
19910,Low,11,Weekly,5,High,Low,Containerized App,Docker Container Deployment,REST API
12121,Low,8,Weekly,8,High,Medium,Containerized App,Docker Container Deployment,REST API
135556,High,38,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
10001,Low,10,Weekly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
2327,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
1740,Low,5,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
934,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
41713,High,21,Daily,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
8026,Low,14,Weekly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
17092,Low,9,Weekly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
37068,High,27,Daily,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
12965,Medium,12,Monthly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
33123,Medium,17,Weekly,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
17449,Medium,7,Weekly,8,Medium,Low,Containerized App,Docker Container Deployment,REST API
114927,High,33,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
23145,High,25,Weekly,11,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
35813,Medium,22,Daily,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
48949,Medium,21,Weekly,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
28749,Medium,28,Weekly,14,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
160404,High,40,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
158259,High,39,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
60642,High,33,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
7636,Medium,8,Weekly,8,High,Low,Containerized App,Docker Container Deployment,REST API
65728,High,41,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
5307,Medium,8,Weekly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
143096,High,26,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4113,Low,4,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
112502,High,41,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
7330,Low,7,Weekly,5,High,Low,Containerized App,Docker Container Deployment,REST API
9679,Medium,6,Monthly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
1568,Low,2,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
15983,Medium,13,Weekly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
18698,Medium,8,Weekly,6,Medium,Medium,Containerized App,Docker Container Deployment,REST API
12730,Low,15,Weekly,4,High,Medium,Containerized App,Docker Container Deployment,REST API
19506,Low,10,Weekly,7,Medium,Low,Containerized App,Docker Container Deployment,REST API
15717,Low,12,Monthly,4,Medium,Medium,Containerized App,Docker Container Deployment,REST API
28815,Medium,21,Weekly,13,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
8254,Medium,12,Weekly,6,Medium,Medium,Containerized App,Docker Container Deployment,REST API
3900,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
19855,Low,7,Monthly,4,Medium,Low,Containerized App,Docker Container Deployment,REST API
20803,High,27,Weekly,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
67483,High,25,Daily,10,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
61561,High,20,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
155245,High,36,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
147409,High,23,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3220,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
27882,Medium,16,Daily,14,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
4680,Low,4,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
13373,Low,9,Monthly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
3452,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
4802,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
98688,High,44,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
33115,Medium,30,Daily,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
4617,Low,3,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
11676,Low,9,Monthly,8,High,Low,Containerized App,Docker Container Deployment,REST API
70206,High,39,Daily,11,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3014,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
49872,Medium,20,Weekly,15,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
14874,Low,7,Monthly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
45739,High,29,Daily,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
9255,Low,7,Monthly,5,Medium,Medium,Containerized App,Docker Container Deployment,REST API
18935,Low,7,Monthly,3,High,Medium,Containerized App,Docker Container Deployment,REST API
18127,Low,15,Weekly,4,Medium,Medium,Containerized App,Docker Container Deployment,REST API
42128,High,30,Weekly,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
197896,High,39,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
5229,Low,7,Monthly,6,High,Medium,Containerized App,Docker Container Deployment,REST API
59850,High,26,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2834,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
46687,Medium,17,Daily,10,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
11650,Medium,12,Weekly,6,Medium,Medium,Containerized App,Docker Container Deployment,REST API
57322,High,36,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
6838,Low,14,Weekly,6,Medium,Low,Containerized App,Docker Container Deployment,REST API
16372,Low,14,Weekly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
164909,High,24,Daily,10,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
18475,Low,9,Weekly,4,High,Medium,Containerized App,Docker Container Deployment,REST API
44846,High,23,Daily,14,High,High,Microservices,Microservices with Docker,REST API + gRPC
87678,High,34,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2274,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
2684,Low,5,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
17161,Medium,13,Monthly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
14826,Medium,15,Monthly,6,Medium,Low,Containerized App,Docker Container Deployment,REST API
10354,Medium,12,Monthly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
28131,Medium,30,Weekly,10,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
19924,Low,12,Weekly,4,Medium,Medium,Containerized App,Docker Container Deployment,REST API
2665,Low,3,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
174942,High,46,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
132186,High,38,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
18616,Medium,10,Monthly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
585,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
2528,Low,3,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
2806,Low,4,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
3242,Low,3,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
17027,Low,12,Weekly,5,Medium,Medium,Containerized App,Docker Container Deployment,REST API
56436,High,24,Daily,11,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
113589,High,47,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
21537,Medium,26,Weekly,13,High,High,Microservices,Microservices with Docker,REST API + gRPC
93569,High,44,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2676,Low,3,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
93374,High,29,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3951,Low,4,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
1214,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
99439,High,41,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
74083,High,31,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
33971,High,20,Daily,12,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
24366,High,23,Daily,11,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
23943,High,17,Daily,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
171070,High,48,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
12955,Low,6,Monthly,7,High,Low,Containerized App,Docker Container Deployment,REST API
49283,High,21,Weekly,14,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
1939,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
5224,Low,6,Monthly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
3499,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
39414,High,28,Weekly,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
1209,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
40543,Medium,27,Weekly,15,High,High,Microservices,Microservices with Docker,REST API + gRPC
141852,High,42,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
1573,Low,3,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
127078,High,47,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
1013,Low,4,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
18569,Medium,12,Weekly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
33980,High,21,Weekly,9,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
34527,Medium,19,Weekly,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
60319,High,29,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2747,Low,2,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
119879,High,24,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
178676,High,34,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
90146,High,48,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
7656,Low,7,Weekly,4,Medium,Medium,Containerized App,Docker Container Deployment,REST API
6062,Medium,6,Monthly,7,High,Low,Containerized App,Docker Container Deployment,REST API
3525,Low,3,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
1462,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
49334,High,20,Daily,14,High,High,Microservices,Microservices with Docker,REST API + gRPC
186067,High,36,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2817,Low,2,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
702,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
165697,High,22,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
1008,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
116255,High,47,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
193991,High,40,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2594,Low,4,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
153114,High,24,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
39891,High,19,Daily,12,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
23264,High,22,Daily,13,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
18759,Medium,8,Weekly,6,Medium,Low,Containerized App,Docker Container Deployment,REST API
4239,Low,2,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
43288,Medium,18,Weekly,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
45432,Medium,25,Weekly,15,High,High,Microservices,Microservices with Docker,REST API + gRPC
11356,Low,7,Monthly,4,High,Low,Containerized App,Docker Container Deployment,REST API
2561,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
80313,High,41,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3687,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
93530,High,34,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
41320,High,27,Daily,11,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
12183,Medium,7,Weekly,3,High,Medium,Containerized App,Docker Container Deployment,REST API
19830,Medium,9,Monthly,5,High,Low,Containerized App,Docker Container Deployment,REST API
48219,Medium,20,Weekly,15,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
17412,Medium,10,Monthly,4,High,Low,Containerized App,Docker Container Deployment,REST API
63386,High,25,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
41158,Medium,17,Weekly,13,High,High,Microservices,Microservices with Docker,REST API + gRPC
44310,High,29,Daily,15,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
157655,High,20,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
126863,High,29,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
13498,Medium,11,Monthly,8,High,Medium,Containerized App,Docker Container Deployment,REST API
1108,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
33879,High,23,Daily,10,High,High,Microservices,Microservices with Docker,REST API + gRPC
86575,High,27,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
94686,High,25,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
17371,Medium,14,Weekly,5,Medium,Medium,Containerized App,Docker Container Deployment,REST API
100369,High,42,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
